,Unnamed: 0,BoroCT2010,311 calls,Total Households,Median Income,Total cars,Total educated,Total High School,Total bachelors,Total masters,Total PHD,Median Age,Total households,Total family households,Total non-family households,Median House Value,Total Hunits,Owner Occupied,Renter Occupied,Total Population,White only,Black only,Asian only,Hispanic only,Other Only,Median Rent,Normalized 311 calls,Normalized cars,Normalized High school,Normalized bachelors,Normalized masters,Normalized PHD,Normalized familiy household,Normalized non-family household,Normalized owner ocuppied,Normalized renter ocuppied,Normalized white only,Normalized black only,Normalized asian only,Normalized hispanic only,Normalized other only
404,404,2022404,1267,1788.0,43119.0,742.0,2725.0,602.0,555.0,118.0,44.0,35.8,1788.0,1072.0,716.0,135900.0,3951.0,631.0,3320.0,3951.0,1391.0,875.0,234.0,1373.0,78.0,1159.0,0.320678309289,0.414988814318,152.366489496,140.470766894,29.8658567451,11.1364211592,0.599552572707,0.400447427293,0.159706403442,0.840293596558,0.352062768919,0.22146292078,0.0592255125285,0.347506960263,0.0197418375095
405,405,2022500,2174,2267.0,31309.0,520.0,4275.0,1075.0,575.0,26.0,0.0,27.2,2267.0,1553.0,714.0,0.0,7231.0,0.0,7231.0,8071.0,13.0,2498.0,0.0,5511.0,49.0,1130.0,0.269359435014,0.229378032642,133.192912898,71.2427208524,3.22140998637,0.0,0.685046316718,0.314953683282,0.0,1.0,0.00161070499319,0.30950315946,0.0,0.682815016727,0.00607111882047
406,406,2022701,1915,1794.0,29000.0,458.0,3647.0,859.0,276.0,102.0,0.0,30.1,1794.0,1284.0,510.0,60000.0,5837.0,159.0,5678.0,5981.0,99.0,1652.0,71.0,4098.0,61.0,1092.0,0.320180571811,0.255295429208,143.621467982,46.1461294098,17.0540043471,0.0,0.715719063545,0.284280936455,0.0272400205585,0.972759979441,0.0165524159839,0.276207991975,0.0118709245945,0.685169704063,0.010198963384
407,407,2022703,477,600.0,45465.0,246.0,1154.0,226.0,200.0,70.0,16.0,31.3,600.0,483.0,117.0,0.0,1871.0,0.0,1871.0,1871.0,115.0,386.0,240.0,1130.0,0.0,1167.0,0.254943880278,0.41,120.791020844,106.894708712,37.4131480492,8.55157669695,0.805,0.195,0.0,1.0,0.0614644575094,0.206306787814,0.128273650454,0.603955104222,0.0
408,408,2022800,2100,2461.0,44601.0,1163.0,4081.0,859.0,679.0,270.0,86.0,33.3,2461.0,1364.0,1097.0,335500.0,6156.0,446.0,5710.0,6156.0,976.0,1293.0,1010.0,2877.0,0.0,1278.0,0.341130604288,0.472572125152,139.538661468,110.298895387,43.8596491228,13.9701104613,0.554246241365,0.445753758635,0.0724496426251,0.927550357375,0.158544509422,0.210038986355,0.164067576348,0.467348927875,0.0
409,409,2022902,987,1053.0,22953.0,459.0,1675.0,175.0,106.0,84.0,0.0,26.9,1053.0,797.0,256.0,381000.0,3242.0,244.0,2998.0,3262.0,135.0,785.0,9.0,2333.0,0.0,1042.0,0.302575107296,0.435897435897,53.6480686695,32.4954015941,25.7510729614,0.0,0.756885090218,0.243114909782,0.0752621838371,0.924737816163,0.0413856529736,0.240649908032,0.00275904353158,0.715205395463,0.0
410,410,2023000,835,986.0,52292.0,566.0,2024.0,416.0,191.0,82.0,0.0,31.1,986.0,691.0,295.0,432500.0,3340.0,631.0,2709.0,3340.0,652.0,270.0,271.0,2126.0,21.0,1234.0,0.25,0.574036511156,124.550898204,57.1856287425,24.5508982036,0.0,0.700811359026,0.299188640974,0.188922155689,0.811077844311,0.195209580838,0.0808383233533,0.0811377245509,0.636526946108,0.0062874251497
411,411,2023100,387,433.0,28988.0,135.0,968.0,176.0,82.0,46.0,0.0,32.4,433.0,299.0,134.0,413200.0,1388.0,69.0,1319.0,1594.0,44.0,585.0,0.0,951.0,14.0,1156.0,0.24278544542,0.311778290993,110.414052698,51.4429109159,28.8582183187,0.0,0.690531177829,0.309468822171,0.049711815562,0.950288184438,0.0276035131744,0.367001254705,0.0,0.59661229611,0.00878293601004
412,412,2023200,720,840.0,46929.0,674.0,1640.0,446.0,267.0,103.0,26.0,31.4,840.0,597.0,243.0,420100.0,2756.0,938.0,1818.0,2772.0,572.0,66.0,161.0,1887.0,86.0,1248.0,0.25974025974,0.802380952381,160.894660895,96.3203463203,37.1572871573,9.37950937951,0.710714285714,0.289285714286,0.340348330914,0.659651669086,0.206349206349,0.0238095238095,0.0580808080808,0.680735930736,0.0310245310245
413,413,2023301,1386,1499.0,28402.0,411.0,2840.0,532.0,275.0,43.0,13.0,33.4,1499.0,1008.0,491.0,305000.0,4339.0,92.0,4247.0,4378.0,0.0,1197.0,0.0,3153.0,28.0,1078.0,0.316582914573,0.274182788526,121.51667428,62.8140703518,9.821836455,2.96939241663,0.672448298866,0.327551701134,0.0212030421756,0.978796957824,0.0,0.273412517131,0.0,0.720191868433,0.00639561443582
414,414,2023502,1053,1656.0,23795.0,499.0,2992.0,800.0,195.0,57.0,16.0,37.0,1656.0,975.0,681.0,425000.0,4542.0,242.0,4300.0,4652.0,109.0,840.0,62.0,3565.0,76.0,1017.0,0.226354256234,0.301328502415,171.969045572,41.9174548581,12.252794497,3.43938091144,0.588768115942,0.411231884058,0.0532804931748,0.946719506825,0.0234307824592,0.18056749785,0.0133276010318,0.766337059329,0.0163370593293
415,415,2023600,313,641.0,36563.0,437.0,1293.0,330.0,133.0,67.0,12.0,29.2,641.0,417.0,224.0,439100.0,2176.0,319.0,1857.0,2206.0,508.0,222.0,94.0,1376.0,6.0,1289.0,0.141885766092,0.681747269891,149.592021759,60.2901178604,30.3717135086,5.43970988214,0.650546021841,0.349453978159,0.146599264706,0.853400735294,0.230281051677,0.10063463282,0.0426110607434,0.623753399819,0.00271985494107
416,416,2023703,1746,1403.0,29926.0,190.0,2650.0,309.0,236.0,37.0,9.0,26.6,1403.0,1076.0,327.0,33300.0,4616.0,155.0,4461.0,4919.0,194.0,894.0,87.0,3724.0,20.0,1146.0,0.354950193129,0.135424091233,62.817645863,47.9772311445,7.52185403537,1.82964017077,0.766928011404,0.233071988596,0.0335788561525,0.966421143847,0.0394389103476,0.181744256963,0.0176865216507,0.757064443993,0.00406586704615
417,417,2023800,724,757.0,51917.0,576.0,1549.0,379.0,253.0,36.0,5.0,31.4,757.0,603.0,154.0,403700.0,2628.0,718.0,1910.0,2628.0,396.0,420.0,68.0,1723.0,21.0,1475.0,0.275494672755,0.760898282695,144.216133942,96.2709284627,13.698630137,1.90258751903,0.796565389696,0.203434610304,0.273211567732,0.726788432268,0.150684931507,0.159817351598,0.0258751902588,0.655631659056,0.00799086757991
418,418,2023900,1889,2499.0,21613.0,627.0,4514.0,1045.0,295.0,184.0,44.0,27.8,2499.0,1794.0,705.0,341400.0,8277.0,467.0,7810.0,8347.0,107.0,1617.0,103.0,6468.0,52.0,1076.0,0.22630885348,0.250900360144,125.194680724,35.3420390559,22.0438480891,5.27135497784,0.717887154862,0.282112845138,0.056421408723,0.943578591277,0.0128189768779,0.193722295435,0.012339762789,0.774889181742,0.00622978315562
419,419,2024000,1329,1240.0,33234.0,1020.0,2252.0,396.0,243.0,20.0,18.0,27.3,1240.0,977.0,263.0,428400.0,4244.0,1017.0,3227.0,4244.0,151.0,888.0,0.0,3119.0,86.0,1322.0,0.31314797361,0.822580645161,93.3081998115,57.2573044298,4.71253534402,4.24128180961,0.787903225806,0.212096774194,0.239632422243,0.760367577757,0.0355796418473,0.209236569274,0.0,0.734919886899,0.0202639019793
420,420,2024100,2375,1820.0,20469.0,483.0,3517.0,792.0,224.0,77.0,0.0,28.5,1820.0,1514.0,306.0,361100.0,6245.0,129.0,6116.0,6421.0,54.0,1643.0,50.0,4607.0,67.0,1052.0,0.369880080984,0.265384615385,123.345273322,34.8855318486,11.991901573,0.0,0.831868131868,0.168131868132,0.0206565252202,0.97934347478,0.00840990499922,0.25587914655,0.00778694907335,0.717489487619,0.0104345117583
421,421,2024300,1321,1944.0,21451.0,519.0,3364.0,1362.0,181.0,24.0,0.0,32.0,1944.0,1298.0,646.0,376700.0,5679.0,302.0,5377.0,5685.0,63.0,1346.0,281.0,3995.0,0.0,972.0,0.23236587511,0.266975308642,239.577836412,31.8381706245,4.22163588391,0.0,0.667695473251,0.332304526749,0.0531783764747,0.946821623525,0.0110817941953,0.236763412489,0.0494283201407,0.702726473175,0.0
422,422,2024400,454,823.0,62452.0,839.0,1647.0,442.0,321.0,66.0,7.0,34.5,823.0,564.0,259.0,416900.0,2588.0,1299.0,1289.0,2588.0,952.0,152.0,105.0,1379.0,0.0,1324.0,0.17542503864,1.01944106926,170.788253478,124.034003091,25.5023183926,2.70479134467,0.685297691373,0.314702308627,0.501931993818,0.498068006182,0.367851622875,0.0587326120556,0.04057187017,0.5328438949,0.0
423,423,2024501,1293,1536.0,26324.0,554.0,3004.0,871.0,184.0,59.0,0.0,30.2,1536.0,1143.0,393.0,417300.0,5085.0,342.0,4743.0,5085.0,10.0,1354.0,0.0,3721.0,0.0,993.0,0.254277286136,0.360677083333,171.288102262,36.1848574238,11.6027531957,0.0,0.744140625,0.255859375,0.0672566371681,0.932743362832,0.00196656833825,0.266273352999,0.0,0.731760078663,0.0
424,424,2024502,1159,1100.0,26746.0,364.0,2135.0,656.0,228.0,91.0,0.0,33.3,1100.0,879.0,221.0,339700.0,3603.0,208.0,3395.0,3669.0,46.0,1170.0,0.0,2450.0,3.0,877.0,0.315889888253,0.330909090909,178.795312074,62.1422730989,24.8023984737,0.0,0.799090909091,0.200909090909,0.0577296697197,0.94227033028,0.0125374761515,0.318887980376,0.0,0.667756881984,0.000817661488144
425,425,2024600,287,753.0,63750.0,961.0,1687.0,484.0,368.0,186.0,36.0,43.3,753.0,492.0,261.0,482500.0,2198.0,1547.0,651.0,2198.0,1003.0,30.0,318.0,773.0,74.0,1176.0,0.130573248408,1.27622841965,220.200181984,167.424931756,84.6223839854,16.3785259327,0.653386454183,0.346613545817,0.703821656051,0.296178343949,0.456323930846,0.0136487716106,0.144676979072,0.351683348499,0.0336669699727
426,426,2024800,746,1189.0,67102.0,1073.0,2658.0,734.0,534.0,158.0,29.0,37.4,1189.0,698.0,491.0,517700.0,3188.0,1461.0,1727.0,3544.0,1903.0,238.0,335.0,1024.0,44.0,1378.0,0.210496613995,0.90243902439,207.110609481,150.677200903,44.5823927765,8.18284424379,0.587047939445,0.412952060555,0.458281053952,0.541718946048,0.536963882619,0.0671557562077,0.0945259593679,0.288939051919,0.0124153498871
427,427,2024900,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,428,2025000,330,1013.0,50451.0,822.0,1913.0,455.0,233.0,131.0,44.0,39.6,1013.0,631.0,382.0,458900.0,2811.0,1471.0,1340.0,2817.0,1604.0,31.0,309.0,793.0,80.0,1332.0,0.117145899894,0.811451135242,161.519346823,82.7121050763,46.503372382,15.6194533191,0.622902270484,0.377097729516,0.523301316258,0.476698683742,0.569400070998,0.0110046148385,0.109691160809,0.28150514732,0.0283990060348
429,429,2025100,2286,2123.0,32724.0,835.0,3910.0,868.0,376.0,257.0,0.0,34.2,2123.0,1315.0,808.0,434300.0,6229.0,801.0,5428.0,6246.0,137.0,1192.0,430.0,4214.0,273.0,998.0,0.365994236311,0.393311351861,138.968940122,60.1985270573,41.1463336535,0.0,0.619406500236,0.380593499764,0.128592069353,0.871407930647,0.0219340377842,0.190842138969,0.0688440601985,0.674671789946,0.0437079731028
430,430,2025200,527,875.0,61875.0,812.0,1776.0,382.0,312.0,122.0,4.0,37.6,875.0,585.0,290.0,440900.0,2549.0,1147.0,1402.0,2549.0,1102.0,190.0,289.0,960.0,8.0,1253.0,0.206747744213,0.928,149.862691251,122.400941546,47.8619066301,1.56924284033,0.668571428571,0.331428571429,0.449980384464,0.550019615536,0.432326402511,0.0745390349157,0.113377795214,0.376618281679,0.00313848568066
431,431,2025300,945,1831.0,30131.0,498.0,3573.0,696.0,456.0,86.0,0.0,30.8,1831.0,1252.0,579.0,222500.0,5816.0,153.0,5663.0,5970.0,42.0,1200.0,258.0,4327.0,143.0,1104.0,0.158291457286,0.271982523211,116.582914573,76.3819095477,14.405360134,0.0,0.683779355543,0.316220644457,0.0263067400275,0.973693259972,0.0070351758794,0.201005025126,0.043216080402,0.724790619765,0.0239530988275
432,432,2025400,440,796.0,46719.0,839.0,1465.0,339.0,237.0,119.0,57.0,35.5,796.0,472.0,324.0,464100.0,1944.0,846.0,1098.0,1959.0,1158.0,49.0,172.0,524.0,56.0,1206.0,0.224604389995,1.0540201005,173.047473201,120.980091884,60.7452782032,29.0964777948,0.592964824121,0.407035175879,0.435185185185,0.564814814815,0.591117917305,0.0250127616131,0.0877998979071,0.267483409903,0.0285860132721
433,433,2025600,448,657.0,41797.0,521.0,1215.0,256.0,181.0,83.0,4.0,36.4,657.0,397.0,260.0,439500.0,1650.0,662.0,988.0,1727.0,541.0,330.0,106.0,745.0,5.0,1271.0,0.259409380428,0.79299847793,148.233931673,104.806022003,48.0602200347,2.3161551824,0.604261796043,0.395738203957,0.401212121212,0.598787878788,0.313259988419,0.191082802548,0.0613781123335,0.431383902721,0.002895193978
434,434,2025700,722,623.0,27545.0,235.0,1217.0,315.0,141.0,92.0,5.0,34.7,623.0,409.0,214.0,0.0,1661.0,0.0,1661.0,1661.0,31.0,415.0,0.0,1215.0,0.0,1050.0,0.434677904877,0.3772070626,189.644792294,84.8886213125,55.388320289,3.01023479831,0.656500802568,0.343499197432,0.0,1.0,0.0186634557495,0.24984948826,0.0,0.73148705599,0.0
435,435,2026100,109,954.0,67232.0,475.0,1398.0,206.0,385.0,180.0,3.0,48.8,954.0,376.0,578.0,125500.0,1651.0,1314.0,337.0,1710.0,92.0,837.0,27.0,689.0,65.0,1069.0,0.0637426900585,0.497903563941,120.467836257,225.14619883,105.263157895,1.75438596491,0.394129979036,0.605870020964,0.79588128407,0.20411871593,0.0538011695906,0.489473684211,0.0157894736842,0.402923976608,0.0380116959064
436,436,2026300,1575,2106.0,29167.0,710.0,4261.0,1060.0,429.0,88.0,55.0,33.5,2106.0,1504.0,602.0,133300.0,5985.0,270.0,5715.0,6412.0,306.0,1011.0,158.0,4918.0,19.0,1173.0,0.245633187773,0.337132003799,165.315034311,66.905801622,13.7242669994,8.57766687461,0.714150047483,0.285849952517,0.0451127819549,0.954887218045,0.0477230193387,0.157673112913,0.0246412975671,0.76699937617,0.00296319401123
437,437,2026400,1047,2022.0,73838.0,2256.0,4125.0,1370.0,664.0,260.0,0.0,38.4,2022.0,1491.0,531.0,400400.0,5911.0,2621.0,3290.0,5911.0,2500.0,513.0,338.0,2536.0,24.0,1543.0,0.177127389613,1.11572700297,231.771273896,112.332938589,43.9857892066,0.0,0.737388724036,0.262611275964,0.443410590425,0.556589409575,0.422940280832,0.0867873456268,0.0571815259685,0.429030620876,0.00406022669599
438,438,2026500,1936,2014.0,33284.0,859.0,4326.0,1167.0,689.0,135.0,0.0,31.5,2014.0,1422.0,592.0,464100.0,6763.0,701.0,6062.0,6914.0,145.0,993.0,805.0,4902.0,69.0,1050.0,0.280011570726,0.426514399206,168.787966445,99.6528782181,19.5256002314,0.0,0.706057596822,0.293942403178,0.103652225344,0.896347774656,0.0209719409893,0.143621637258,0.11643043101,0.708996239514,0.00997975122939
439,439,2026601,581,1289.0,51726.0,829.0,2251.0,812.0,244.0,84.0,22.0,44.0,1289.0,670.0,619.0,426600.0,2911.0,616.0,2295.0,2911.0,1602.0,92.0,85.0,1083.0,49.0,1226.0,0.199587770526,0.643134212568,278.941944349,83.8199931295,28.8560632085,7.55754036414,0.519782777347,0.480217222653,0.211611130196,0.788388869804,0.550326348334,0.0316042597046,0.0291995877705,0.372037100653,0.0168327035383
440,440,2026602,2325,2538.0,43909.0,1735.0,3924.0,840.0,441.0,248.0,0.0,41.0,2538.0,1334.0,1204.0,420100.0,5481.0,1504.0,3977.0,5488.0,2429.0,326.0,89.0,2593.0,51.0,1121.0,0.423651603499,0.683609141056,153.06122449,80.3571428571,45.1895043732,0.0,0.5256107171,0.4743892829,0.274402481299,0.725597518701,0.442602040816,0.0594023323615,0.0162172011662,0.472485422741,0.00929300291545
441,441,2026702,2487,2337.0,34341.0,821.0,3684.0,733.0,402.0,179.0,20.0,32.1,2337.0,1533.0,804.0,371900.0,6195.0,635.0,5560.0,6206.0,159.0,812.0,165.0,5002.0,68.0,1141.0,0.400741218176,0.351305091998,118.111504995,64.7760232034,28.843055108,3.22268772156,0.655969191271,0.344030808729,0.102502017756,0.897497982244,0.0256203673864,0.130841121495,0.0265871737029,0.805994199162,0.0109571382533
442,442,2026900,1127,1325.0,34750.0,513.0,2130.0,343.0,347.0,109.0,0.0,34.8,1325.0,750.0,575.0,218800.0,3278.0,470.0,2808.0,3318.0,162.0,391.0,226.0,2491.0,48.0,999.0,0.339662447257,0.387169811321,103.375527426,104.581072936,32.8511151296,0.0,0.566037735849,0.433962264151,0.143380109823,0.856619890177,0.0488245931284,0.117842073538,0.0681133212779,0.750753465943,0.0144665461121
443,443,2027300,1627,2643.0,36656.0,1008.0,5220.0,936.0,382.0,143.0,29.0,31.7,2643.0,1967.0,676.0,142800.0,8174.0,829.0,7345.0,8429.0,373.0,1321.0,193.0,6542.0,0.0,1157.0,0.193024083521,0.381384790011,111.045201091,45.3197295053,16.9652390556,3.44050302527,0.744230041619,0.255769958381,0.101419133839,0.898580866161,0.0442519871871,0.156720844703,0.0228971408233,0.776130027287,0.0
444,444,2027401,906,1750.0,76477.0,2372.0,3381.0,1142.0,604.0,235.0,24.0,47.7,1750.0,1203.0,547.0,501700.0,4723.0,3506.0,1217.0,4723.0,4101.0,0.0,145.0,477.0,0.0,1539.0,0.191827228456,1.35542857143,241.795468982,127.884818971,49.7565106924,5.0815159856,0.687428571429,0.312571428571,0.742324793563,0.257675206437,0.86830404404,0.0,0.0307008257463,0.100995130214,0.0
445,445,2027402,474,1294.0,71846.0,1667.0,2756.0,487.0,604.0,212.0,48.0,45.5,1294.0,787.0,507.0,494600.0,3499.0,2295.0,1204.0,3754.0,2746.0,105.0,104.0,788.0,11.0,1517.0,0.126265316995,1.28825347759,129.728289824,160.895045285,56.4730953649,12.7863612147,0.608191653787,0.391808346213,0.655901686196,0.344098313804,0.731486414491,0.0279701651572,0.0277037826319,0.209909429941,0.00293020777837
446,446,2027700,1222,1754.0,30855.0,645.0,3492.0,1073.0,259.0,164.0,14.0,32.9,1754.0,1220.0,534.0,396200.0,5580.0,747.0,4833.0,5591.0,325.0,1033.0,89.0,4015.0,129.0,1021.0,0.21856555178,0.367730900798,191.915578608,46.3244500089,29.3328563763,2.50402432481,0.695553021665,0.304446978335,0.133870967742,0.866129032258,0.0581291361116,0.184761223395,0.0159184403506,0.718118404579,0.0230727955643
447,447,2027900,5621,2618.0,56538.0,1415.0,5164.0,869.0,745.0,403.0,100.0,38.6,2618.0,1777.0,841.0,146000.0,6514.0,1313.0,5201.0,6985.0,1267.0,1303.0,248.0,3997.0,170.0,1266.0,0.804724409449,0.540488922842,124.409448819,106.657122405,57.6950608447,14.3163922691,0.678762414057,0.321237585943,0.201565858152,0.798434141848,0.18138869005,0.186542591267,0.0355046528275,0.572226198998,0.0243378668576
448,448,2028100,425,1710.0,59461.0,1142.0,3177.0,535.0,559.0,543.0,18.0,53.5,1710.0,858.0,852.0,28300.0,3668.0,2145.0,1523.0,3940.0,1569.0,817.0,36.0,1361.0,157.0,1042.0,0.107868020305,0.66783625731,135.78680203,141.878172589,137.817258883,4.56852791878,0.501754385965,0.498245614035,0.584787350055,0.415212649945,0.398223350254,0.207360406091,0.00913705583756,0.345431472081,0.039847715736
449,449,2028500,870,1536.0,48681.0,1003.0,2237.0,367.0,479.0,322.0,26.0,35.1,1536.0,732.0,804.0,362100.0,3077.0,363.0,2714.0,3079.0,1571.0,89.0,205.0,1137.0,77.0,1265.0,0.282559272491,0.652994791667,119.194543683,155.569990257,104.579408899,8.44430009743,0.4765625,0.5234375,0.117972050699,0.882027949301,0.510230594349,0.0289054887951,0.0665800584605,0.369275738876,0.0250081195193
450,450,2028600,490,442.0,53191.0,459.0,848.0,253.0,130.0,76.0,24.0,44.0,442.0,217.0,225.0,453700.0,1225.0,648.0,577.0,1225.0,772.0,12.0,144.0,297.0,0.0,1375.0,0.4,1.03846153846,206.530612245,106.12244898,62.0408163265,19.5918367347,0.490950226244,0.509049773756,0.528979591837,0.471020408163,0.630204081633,0.00979591836735,0.117551020408,0.242448979592,0.0
451,451,2028700,827,1166.0,49476.0,746.0,2309.0,459.0,479.0,258.0,36.0,35.1,1166.0,820.0,346.0,489400.0,3482.0,744.0,2738.0,3489.0,973.0,262.0,216.0,1967.0,71.0,1328.0,0.237030667813,0.639794168096,131.556319862,137.288621381,73.9466895959,10.3181427343,0.703259005146,0.296740994854,0.213670304423,0.786329695577,0.278876468902,0.0750931498997,0.0619088564058,0.5637718544,0.0203496703927
452,452,2028800,627,1167.0,74306.0,1534.0,2480.0,521.0,509.0,313.0,102.0,43.3,1167.0,821.0,346.0,515400.0,3485.0,2018.0,1467.0,3496.0,2564.0,81.0,459.0,392.0,0.0,1390.0,0.179347826087,1.31448157669,149.027459954,145.594965675,89.5308924485,29.176201373,0.703513281919,0.296486718081,0.579053084648,0.420946915352,0.733409610984,0.0231693363844,0.131292906178,0.112128146453,0.0
453,453,2028900,1165,1731.0,43672.0,939.0,2806.0,563.0,547.0,298.0,36.0,38.5,1731.0,883.0,848.0,333300.0,3822.0,387.0,3435.0,4027.0,935.0,166.0,231.0,2577.0,118.0,1223.0,0.289297243606,0.542461005199,139.806307425,135.833126397,74.0004966476,8.93965731314,0.510109763143,0.489890236857,0.10125588697,0.89874411303,0.232182766327,0.0412217531661,0.0573628010926,0.639930469332,0.0293022100819
454,454,2029301,194,850.0,106563.0,881.0,1522.0,188.0,288.0,400.0,156.0,52.8,850.0,449.0,401.0,427400.0,1880.0,1517.0,363.0,2037.0,1535.0,92.0,89.0,271.0,50.0,1299.0,0.0952380952381,1.03647058824,92.2925871379,141.384388807,196.367206676,76.5832106038,0.528235294118,0.471764705882,0.806914893617,0.193085106383,0.753559155621,0.0451644575356,0.0436917034855,0.133038782523,0.0245459008346
455,455,2029302,610,2602.0,94652.0,2404.0,4259.0,438.0,1067.0,794.0,296.0,45.6,2602.0,1297.0,1305.0,254700.0,5293.0,3156.0,2137.0,5471.0,3576.0,395.0,195.0,1167.0,138.0,1889.0,0.111496984098,0.923904688701,80.0584902212,195.028331201,145.128861269,54.1034545787,0.498462720984,0.501537279016,0.596259210278,0.403740789722,0.653628221532,0.072198866752,0.0356424785231,0.213306525315,0.0252239078779
456,456,2029500,837,1854.0,95250.0,1454.0,3441.0,437.0,1151.0,603.0,98.0,36.1,1854.0,1140.0,714.0,322500.0,4584.0,2264.0,2320.0,4603.0,2376.0,527.0,467.0,1058.0,175.0,1653.0,0.181837931784,0.784250269687,94.9380838584,250.054312405,131.001520747,21.2904627417,0.614886731392,0.385113268608,0.493891797557,0.506108202443,0.516185096676,0.114490549642,0.101455572453,0.229850097762,0.0380186834673
457,457,2029600,685,712.0,50286.0,413.0,1214.0,236.0,223.0,193.0,152.0,31.1,712.0,337.0,375.0,390000.0,1587.0,234.0,1353.0,1842.0,608.0,337.0,412.0,412.0,73.0,1210.0,0.371878393051,0.580056179775,128.121606949,121.064060803,104.777415852,82.5190010858,0.473314606742,0.526685393258,0.147448015123,0.852551984877,0.330076004343,0.182953311618,0.223669923996,0.223669923996,0.0396308360478
458,458,2029700,466,1641.0,92869.0,1237.0,2948.0,314.0,777.0,828.0,133.0,44.3,1641.0,1024.0,617.0,292500.0,3782.0,2285.0,1497.0,3971.0,2744.0,199.0,71.0,785.0,172.0,1549.0,0.117350793251,0.75380865326,79.0732812893,195.668597331,208.511709897,33.4928229665,0.624009750152,0.375990249848,0.604177683765,0.395822316235,0.691009821204,0.0501133215815,0.0178796272979,0.197683203223,0.0433140266935
459,459,2030000,1144,2603.0,47851.0,2609.0,4310.0,1008.0,869.0,332.0,97.0,38.0,2603.0,1482.0,1121.0,462300.0,5733.0,2106.0,3627.0,5751.0,2308.0,180.0,660.0,2389.0,214.0,1228.0,0.198921926621,1.00230503265,175.273865415,151.104155799,57.7290905929,16.8666318901,0.569343065693,0.430656934307,0.367346938776,0.632653061224,0.401321509303,0.0312989045383,0.114762649974,0.415406016345,0.03721091984
460,460,2030100,187,530.0,81500.0,488.0,1197.0,219.0,152.0,202.0,37.0,63.6,530.0,242.0,288.0,335100.0,969.0,579.0,390.0,1367.0,829.0,103.0,37.0,384.0,14.0,504.0,0.136795903438,0.920754716981,160.204828091,111.192392099,147.768836869,27.0665691295,0.456603773585,0.543396226415,0.597523219814,0.402476780186,0.606437454279,0.0753474762253,0.0270665691295,0.28090709583,0.0102414045355
461,461,2030200,354,4155.0,53570.0,3573.0,7433.0,1332.0,1037.0,628.0,37.0,43.3,4155.0,2226.0,1929.0,44200.0,9889.0,5726.0,4163.0,9914.0,639.0,6279.0,45.0,2298.0,653.0,973.0,0.0357070808957,0.859927797834,134.35545693,104.599556183,63.3447649788,3.73209602582,0.535740072202,0.464259927798,0.579027201942,0.420972798058,0.0644543070405,0.633346782328,0.00453903570708,0.231793423442,0.0658664514828
462,462,2030701,538,2589.0,81061.0,2310.0,3962.0,288.0,1049.0,858.0,271.0,45.1,2589.0,1296.0,1293.0,395400.0,5223.0,2422.0,2801.0,5283.0,4219.0,213.0,136.0,684.0,31.0,1742.0,0.101836077986,0.892236384705,54.5144804089,198.561423434,162.407722885,51.2966117736,0.500579374276,0.499420625724,0.463718169634,0.536281830366,0.798599280712,0.0403180011357,0.025742949082,0.129471890971,0.00586787809956
463,463,2030900,410,1406.0,87464.0,1351.0,3010.0,598.0,787.0,434.0,250.0,55.6,1406.0,811.0,595.0,486200.0,3221.0,1708.0,1513.0,3945.0,3095.0,275.0,119.0,434.0,22.0,1743.0,0.103929024081,0.960881934566,151.584283904,199.493029151,110.012674271,63.371356147,0.576813655761,0.423186344239,0.530270102453,0.469729897547,0.7845373891,0.0697084917617,0.030164765526,0.110012674271,0.00557667934094
464,464,2031000,568,1235.0,99688.0,1942.0,3963.0,825.0,562.0,457.0,69.0,50.2,1235.0,962.0,273.0,511300.0,3925.0,3429.0,496.0,4863.0,1874.0,804.0,672.0,1387.0,126.0,1897.0,0.116800329015,1.57246963563,169.648365207,115.566522723,93.9749126054,14.1887723627,0.778947368421,0.221052631579,0.873630573248,0.126369426752,0.385358831997,0.165330043183,0.13818630475,0.285214887929,0.0259099321407
465,465,2031200,307,618.0,60400.0,831.0,1519.0,371.0,250.0,109.0,9.0,42.7,618.0,513.0,105.0,445200.0,2120.0,1815.0,305.0,2124.0,994.0,295.0,377.0,448.0,10.0,1538.0,0.144538606403,1.34466019417,174.670433145,117.702448211,51.31826742,4.23728813559,0.830097087379,0.169902912621,0.856132075472,0.143867924528,0.467984934087,0.138888888889,0.177495291902,0.210922787194,0.00470809792844
466,466,2031400,294,694.0,82083.0,1098.0,1784.0,559.0,358.0,173.0,26.0,46.5,694.0,500.0,194.0,462200.0,2134.0,1886.0,248.0,2336.0,1064.0,193.0,385.0,647.0,47.0,1109.0,0.125856164384,1.58213256484,239.297945205,153.253424658,74.0582191781,11.1301369863,0.720461095101,0.279538904899,0.883786316776,0.116213683224,0.455479452055,0.0826198630137,0.164811643836,0.276969178082,0.0201198630137
