,Unnamed: 0,BoroCT2010,311 calls,Total Households,Median Income,Total cars,Total educated,Total High School,Total bachelors,Total masters,Total PHD,Median Age,Total households,Total family households,Total non-family households,Median House Value,Total Hunits,Owner Occupied,Renter Occupied,Total Population,White only,Black only,Asian only,Hispanic only,Other Only,Median Rent,Normalized 311 calls,Normalized cars,Normalized High school,Normalized bachelors,Normalized masters,Normalized PHD,Normalized familiy household,Normalized non-family household,Normalized owner ocuppied,Normalized renter ocuppied,Normalized white only,Normalized black only,Normalized asian only,Normalized hispanic only,Normalized other only
0,0,1000202,580,3447.0,29418.0,744.0,6073.0,1481.0,959.0,326.0,30.0,44.1,3447.0,2025.0,1422.0,449400.0,8084.0,1701.0,6383.0,8308.0,2050.0,753.0,2044.0,3168.0,293.0,621.0,0.0698122291767,0.215839860748,178.261916225,115.430909966,39.2392874338,3.61097737121,0.587467362924,0.412532637076,0.210415635824,0.789584364176,0.246750120366,0.0906355320173,0.246027924892,0.3813192104,0.0352672123255
1,1,1000500,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1000600,1151,3954.0,18944.0,768.0,8360.0,1177.0,965.0,238.0,23.0,46.3,3954.0,2500.0,1454.0,519100.0,11149.0,332.0,10817.0,11354.0,521.0,983.0,6189.0,3500.0,161.0,589.0,0.101373965122,0.194233687405,103.663906993,84.9920732781,20.9617755857,2.0257178087,0.632271117855,0.367728882145,0.0297784554669,0.970221544533,0.0458869121015,0.0865774176502,0.545094239915,0.308261405672,0.0141800246609
3,3,1000700,1633,4610.0,114519.0,581.0,6758.0,103.0,3175.0,1714.0,277.0,28.9,4610.0,1231.0,3379.0,911000.0,8582.0,1730.0,6852.0,8598.0,5894.0,284.0,1683.0,574.0,163.0,2000.0,0.189927890207,0.126030368764,11.9795301233,369.271923703,199.348685741,32.2167946034,0.267028199566,0.732971800434,0.201584712188,0.798415287812,0.685508257734,0.0330309374273,0.195743196092,0.0667597115608,0.0189578971854
4,4,1000800,1105,3585.0,24366.0,685.0,7346.0,1165.0,861.0,330.0,59.0,45.6,3585.0,2411.0,1174.0,480600.0,9319.0,159.0,9160.0,9333.0,727.0,88.0,7814.0,262.0,442.0,906.0,0.11839708561,0.191073919107,124.825886639,92.2532947605,35.3584056573,6.3216543448,0.672524407252,0.327475592748,0.0170619165146,0.982938083485,0.07789563913,0.00942890817529,0.837244187292,0.0280724311583,0.0473588342441
5,5,1000900,1103,646.0,170455.0,291.0,1084.0,61.0,359.0,255.0,88.0,33.3,646.0,334.0,312.0,1000000.0,1378.0,187.0,1191.0,1396.0,1048.0,32.0,118.0,154.0,44.0,2000.0,0.790114613181,0.450464396285,43.6962750716,257.163323782,182.664756447,63.0372492837,0.517027863777,0.482972136223,0.135703918723,0.864296081277,0.750716332378,0.0229226361032,0.0845272206304,0.110315186246,0.0315186246418
6,6,1001001,147,743.0,83259.0,407.0,1230.0,204.0,463.0,241.0,16.0,42.7,743.0,359.0,384.0,516400.0,1681.0,1236.0,445.0,1681.0,1136.0,35.0,75.0,389.0,46.0,1419.0,0.0874479476502,0.547779273217,121.356335515,275.431290898,143.367043427,9.51814396193,0.483176312248,0.516823687752,0.735276621059,0.264723378941,0.675788221297,0.0208209399167,0.0446162998215,0.231409875074,0.0273646638905
7,7,1001002,104,2258.0,17972.0,398.0,4190.0,900.0,184.0,91.0,0.0,39.1,2258.0,1460.0,798.0,0.0,5748.0,0.0,5748.0,6174.0,273.0,1120.0,562.0,4130.0,89.0,420.0,0.0168448331714,0.176262178919,145.772594752,29.8023971493,14.7392290249,0.0,0.646589902569,0.353410097431,0.0,1.0,0.0442176870748,0.181405895692,0.0910268869453,0.668934240363,0.0144152899255
8,8,1001200,458,1743.0,42219.0,442.0,2832.0,385.0,693.0,401.0,53.0,46.6,1743.0,860.0,883.0,505400.0,3493.0,1389.0,2104.0,3552.0,1522.0,108.0,838.0,1019.0,65.0,669.0,0.128941441441,0.253585771658,108.38963964,195.101351351,112.894144144,14.9211711712,0.493402180149,0.506597819851,0.397652447753,0.602347552247,0.428490990991,0.0304054054054,0.235923423423,0.286880630631,0.0182995495495
9,9,1001300,1708,2417.0,122031.0,422.0,3238.0,139.0,1649.0,764.0,87.0,30.5,2417.0,602.0,1815.0,746100.0,4157.0,198.0,3959.0,4167.0,2797.0,115.0,739.0,454.0,62.0,2000.0,0.409887209023,0.174596607365,33.3573314135,395.728341733,183.345332373,20.8783297336,0.249069093918,0.750930906082,0.0476305027664,0.952369497234,0.671226301896,0.0275977921766,0.177345812335,0.108951283897,0.0148788096952
10,10,1001401,209,1602.0,78300.0,611.0,2657.0,382.0,931.0,412.0,153.0,46.0,1602.0,756.0,846.0,597600.0,3143.0,2668.0,475.0,3205.0,2074.0,158.0,493.0,410.0,70.0,1972.0,0.0652106084243,0.381398252185,119.188767551,290.483619345,128.549141966,47.7379095164,0.47191011236,0.52808988764,0.848870505886,0.151129494114,0.647113884555,0.0492979719189,0.153822152886,0.127925117005,0.0218408736349
11,11,1001402,683,1310.0,26648.0,139.0,2139.0,289.0,581.0,220.0,51.0,38.6,1310.0,484.0,826.0,380800.0,2659.0,111.0,2548.0,2666.0,956.0,128.0,891.0,545.0,146.0,794.0,0.256189047262,0.106106870229,108.402100525,217.929482371,82.5206301575,19.1297824456,0.369465648855,0.630534351145,0.0417450169237,0.958254983076,0.358589647412,0.0480120030008,0.334208552138,0.204426106527,0.0547636909227
12,12,1001501,1331,3418.0,75769.0,1219.0,5001.0,352.0,1758.0,835.0,169.0,45.0,3418.0,1244.0,2174.0,575100.0,5553.0,2296.0,3257.0,6006.0,3439.0,349.0,1575.0,534.0,109.0,1050.0,0.221611721612,0.356641310708,58.6080586081,292.707292707,139.027639028,28.1385281385,0.363955529549,0.636044470451,0.41347019629,0.58652980371,0.572594072594,0.0581085581086,0.262237762238,0.0889110889111,0.0181485181485
13,13,1001502,2007,3137.0,134435.0,529.0,4825.0,37.0,2532.0,1125.0,65.0,27.9,3137.0,1090.0,2047.0,1000000.0,6479.0,1456.0,5023.0,7315.0,4594.0,292.0,1700.0,479.0,250.0,2000.0,0.274367737526,0.168632451387,5.05809979494,346.138072454,153.793574846,8.88585099111,0.347465731591,0.652534268409,0.224726037969,0.775273962031,0.628024606972,0.0399179767601,0.232399179768,0.0654818865345,0.0341763499658
14,14,1001600,1669,2958.0,30294.0,554.0,6233.0,1238.0,1397.0,501.0,31.0,41.0,2958.0,1728.0,1230.0,968800.0,7675.0,598.0,7077.0,7675.0,950.0,20.0,6167.0,337.0,201.0,972.0,0.217459283388,0.187288708587,161.302931596,182.019543974,65.2768729642,4.03908794788,0.584178498986,0.415821501014,0.0779153094463,0.922084690554,0.123778501629,0.00260586319218,0.803517915309,0.0439087947883,0.0261889250814
15,15,1001800,2630,3138.0,48243.0,344.0,6182.0,964.0,1997.0,384.0,67.0,36.2,3138.0,1338.0,1800.0,1000000.0,7708.0,328.0,7380.0,8232.0,2194.0,257.0,4719.0,794.0,268.0,1251.0,0.319484936832,0.109623964308,117.103984451,242.5898931,46.6472303207,8.13896987366,0.42638623327,0.57361376673,0.0425531914894,0.957446808511,0.266520894072,0.0312196307094,0.573250728863,0.096452866861,0.0325558794947
16,16,1002100,1638,2821.0,232266.0,1114.0,4766.0,180.0,2228.0,1317.0,242.0,34.6,2821.0,1483.0,1338.0,1000000.0,6313.0,3272.0,3041.0,6506.0,4746.0,200.0,1023.0,194.0,343.0,2000.0,0.251767599139,0.394895427153,27.6667691362,342.453120197,202.428527513,37.1964340609,0.525700106345,0.474299893655,0.518295580548,0.481704419452,0.729480479557,0.0307408545958,0.157239471257,0.0298186289579,0.0527205656317
17,17,1002201,867,2892.0,38235.0,482.0,5399.0,1467.0,1081.0,293.0,51.0,40.2,2892.0,1682.0,1210.0,167900.0,6785.0,627.0,6158.0,6874.0,1005.0,1001.0,1700.0,3029.0,139.0,971.0,0.126127436718,0.166666666667,213.412860052,157.259237707,42.6243817283,7.41926098342,0.581604426003,0.418395573997,0.0924097273397,0.90759027266,0.146203084085,0.145621181263,0.247308699447,0.440645912133,0.0202211230724
18,18,1002202,547,986.0,76250.0,166.0,1525.0,106.0,824.0,191.0,13.0,33.1,986.0,297.0,689.0,866100.0,1859.0,167.0,1692.0,1944.0,1011.0,93.0,470.0,333.0,37.0,2000.0,0.281378600823,0.168356997972,54.5267489712,423.868312757,98.2510288066,6.68724279835,0.30121703854,0.69878296146,0.0898332436794,0.910166756321,0.520061728395,0.0478395061728,0.241769547325,0.171296296296,0.0190329218107
19,19,1002400,131,2148.0,25467.0,329.0,4087.0,909.0,471.0,178.0,79.0,44.0,2148.0,1478.0,670.0,0.0,5658.0,0.0,5658.0,5658.0,518.0,642.0,1040.0,2661.0,797.0,605.0,0.0231530576175,0.153165735568,160.65747614,83.2449628844,31.4598798162,13.9625309297,0.688081936685,0.311918063315,0.0,1.0,0.0915517850831,0.113467656416,0.183810533758,0.470307529162,0.140862495581
20,20,1002500,150,1901.0,16333.0,352.0,3536.0,892.0,268.0,82.0,0.0,41.8,1901.0,1253.0,648.0,0.0,5230.0,0.0,5230.0,5291.0,40.0,498.0,2230.0,2243.0,280.0,436.0,0.02835002835,0.185165702262,168.588168588,50.6520506521,15.498015498,0.0,0.659126775381,0.340873224619,0.0,1.0,0.00756000756001,0.0941220941221,0.42147042147,0.423927423927,0.0529200529201
21,21,1002601,917,1556.0,44118.0,251.0,2992.0,436.0,947.0,246.0,105.0,37.9,1556.0,802.0,754.0,470000.0,3758.0,423.0,3335.0,4052.0,1089.0,314.0,640.0,1934.0,75.0,912.0,0.226307996051,0.161311053985,107.6011846,233.711747285,60.7107601185,25.9131293189,0.515424164524,0.484575835476,0.112559872272,0.887440127728,0.268756169793,0.0774925962488,0.157946692991,0.477295162883,0.0185093780849
22,22,1002602,808,2129.0,72575.0,653.0,3485.0,312.0,1457.0,609.0,140.0,38.5,2129.0,932.0,1197.0,760400.0,4362.0,1343.0,3019.0,4377.0,2221.0,180.0,768.0,763.0,445.0,1215.0,0.184601325109,0.306716768436,71.2816997944,332.87639936,139.136394791,31.9853781129,0.437764208549,0.562235791451,0.307886290692,0.692113709308,0.507425177062,0.0411240575737,0.175462645648,0.174320310715,0.101667809002
23,23,1002700,269,541.0,46696.0,174.0,1013.0,159.0,279.0,137.0,28.0,48.5,541.0,298.0,243.0,585100.0,1227.0,567.0,660.0,1238.0,216.0,10.0,943.0,15.0,54.0,1042.0,0.217285945073,0.321626617375,128.432956381,225.363489499,110.662358643,22.6171243942,0.550831792976,0.449168207024,0.462102689487,0.537897310513,0.174474959612,0.00807754442649,0.761712439418,0.0121163166397,0.0436187399031
24,24,1002800,1289,3277.0,34612.0,995.0,5546.0,695.0,1565.0,471.0,0.0,38.2,3277.0,1472.0,1805.0,480700.0,7255.0,627.0,6628.0,7409.0,2064.0,680.0,939.0,3530.0,196.0,1032.0,0.173977594817,0.303631370156,93.8048319611,211.229585639,63.5713321636,0.0,0.449191333537,0.550808666463,0.0864231564438,0.913576843556,0.278580105277,0.0917802672425,0.126737751383,0.476447563774,0.0264543123229
25,25,1002900,1319,2068.0,35441.0,188.0,4771.0,975.0,694.0,260.0,0.0,44.4,2068.0,1132.0,936.0,602000.0,4513.0,419.0,4094.0,5841.0,356.0,590.0,4118.0,597.0,180.0,888.0,0.225817497004,0.0909090909091,166.923472008,118.815271358,44.5129258689,0.0,0.547388781431,0.452611218569,0.0928428982938,0.907157101706,0.0609484677281,0.10101010101,0.705016264338,0.102208525937,0.0308166409861
26,26,1003001,1571,2310.0,71641.0,284.0,3559.0,290.0,1794.0,248.0,84.0,31.9,2310.0,434.0,1876.0,765200.0,4205.0,326.0,3879.0,4215.0,2107.0,82.0,1144.0,730.0,152.0,1913.0,0.372716488731,0.122943722944,68.8018979834,425.622775801,58.837485172,19.9288256228,0.187878787879,0.812121212121,0.0775267538644,0.922473246136,0.499881376038,0.0194543297746,0.271411625148,0.173190984579,0.0360616844603
27,27,1003002,1127,1773.0,46641.0,359.0,2489.0,239.0,875.0,372.0,154.0,39.0,1773.0,456.0,1317.0,375000.0,2921.0,229.0,2692.0,2934.0,1481.0,204.0,442.0,734.0,73.0,1247.0,0.38411724608,0.202481669487,81.4587593729,298.227675528,126.789366053,52.488070893,0.257191201354,0.742808798646,0.0783978089695,0.92160219103,0.504771642808,0.0695296523517,0.150647580095,0.250170415815,0.0248807089298
28,28,1003100,918,753.0,164225.0,188.0,1266.0,31.0,488.0,306.0,13.0,24.1,753.0,289.0,464.0,1000000.0,1467.0,427.0,1040.0,2701.0,1652.0,159.0,514.0,244.0,132.0,2000.0,0.339874120696,0.249667994688,11.4772306553,180.673824509,113.291373565,4.81303221029,0.38379814077,0.61620185923,0.291070211316,0.708929788684,0.611625323954,0.0588670862643,0.19029988893,0.0903369122547,0.0488707885968
29,29,1003200,2018,4517.0,67318.0,876.0,6587.0,669.0,3147.0,1293.0,74.0,36.3,4517.0,1156.0,3361.0,713500.0,7594.0,1317.0,6277.0,7802.0,5798.0,186.0,1080.0,623.0,115.0,1657.0,0.258651627788,0.193934027009,85.7472442963,403.358113304,165.726736734,9.48474750064,0.255922072172,0.744077927828,0.173426389255,0.826573610745,0.743142783902,0.0238400410151,0.138426044604,0.0798513201743,0.014739810305
30,30,1003300,1956,2373.0,219554.0,993.0,4034.0,63.0,1684.0,1163.0,98.0,36.9,2373.0,1279.0,1094.0,1000000.0,5262.0,2701.0,2561.0,5262.0,3900.0,127.0,554.0,382.0,299.0,2000.0,0.371721778791,0.418457648546,11.9726339795,320.030406689,221.018624097,18.6240973014,0.538980193847,0.461019806153,0.513302926644,0.486697073356,0.741163055872,0.0241353097681,0.105283162296,0.0725959711136,0.0568225009502
31,31,1003400,2073,3841.0,72009.0,675.0,5183.0,350.0,2502.0,913.0,183.0,34.6,3841.0,827.0,3014.0,1000000.0,6667.0,639.0,6028.0,6673.0,4297.0,136.0,824.0,1245.0,171.0,1742.0,0.310654877866,0.175735485551,52.4501723363,374.943803387,136.82002098,27.4239472501,0.215308513408,0.784691486592,0.0958452077396,0.90415479226,0.643938258654,0.0203806383935,0.123482691443,0.186572755882,0.0256256556272
32,32,1003601,634,1421.0,45532.0,236.0,2257.0,362.0,585.0,253.0,23.0,33.2,1421.0,650.0,771.0,443900.0,3163.0,350.0,2813.0,3266.0,920.0,322.0,719.0,1156.0,149.0,956.0,0.194121249235,0.166080225194,110.838946724,179.118187385,77.4647887324,7.04225352113,0.45742434905,0.54257565095,0.110654441985,0.889345558015,0.281690140845,0.0985915492958,0.220146968769,0.353949785671,0.0456215554195
33,33,1003602,835,1387.0,68359.0,447.0,2429.0,286.0,718.0,445.0,48.0,35.1,1387.0,318.0,1069.0,857100.0,2343.0,268.0,2075.0,2998.0,1593.0,345.0,426.0,372.0,262.0,1602.0,0.278519012675,0.322278298486,95.3969312875,239.49299533,148.432288192,16.0106737825,0.229271809661,0.770728190339,0.114383269313,0.885616730687,0.531354236157,0.115076717812,0.14209472982,0.124082721815,0.0873915943963
34,34,1003700,1562,1316.0,100093.0,463.0,2030.0,164.0,846.0,444.0,57.0,38.9,1316.0,376.0,940.0,976600.0,2523.0,1105.0,1418.0,2618.0,2153.0,50.0,223.0,135.0,57.0,1804.0,0.596638655462,0.351823708207,62.6432391138,323.147440794,169.595110772,21.7723453018,0.285714285714,0.714285714286,0.437970669837,0.562029330163,0.822383498854,0.0190985485103,0.085179526356,0.0515660809778,0.0217723453018
35,35,1003800,2462,5048.0,62768.0,829.0,6737.0,633.0,2412.0,1432.0,142.0,33.7,5048.0,864.0,4184.0,652900.0,7961.0,743.0,7218.0,8407.0,5509.0,431.0,1362.0,841.0,264.0,1671.0,0.292851195432,0.164223454834,75.2943975259,286.903770667,170.334245272,16.8906863328,0.171156893819,0.828843106181,0.0933299836704,0.90667001633,0.655287260616,0.051266801475,0.162007850601,0.100035684549,0.0314024027596
36,36,1003900,1478,2515.0,118299.0,699.0,3823.0,172.0,1501.0,867.0,188.0,38.2,2515.0,1239.0,1276.0,1000000.0,5155.0,2076.0,3079.0,5155.0,3660.0,173.0,413.0,598.0,311.0,1664.0,0.286711930165,0.277932405567,33.3656644035,291.173617847,168.186226964,36.4694471387,0.492644135189,0.507355864811,0.402715809893,0.597284190107,0.709990300679,0.0335596508244,0.0801163918526,0.116003879728,0.0603297769156
37,37,1004000,1866,4233.0,91235.0,319.0,6668.0,377.0,3452.0,1493.0,138.0,29.9,4233.0,871.0,3362.0,617000.0,7786.0,662.0,7124.0,9543.0,7114.0,528.0,1074.0,640.0,187.0,1859.0,0.19553599497,0.0753602645878,39.5053966258,361.73111181,156.449753746,14.4608613644,0.205764233404,0.794235766596,0.0850244027742,0.914975597226,0.745467882217,0.0553285130462,0.112543225401,0.0670648642984,0.0195955150372
38,38,1004100,2447,3312.0,53148.0,701.0,5812.0,411.0,2136.0,594.0,84.0,36.9,3312.0,1385.0,1927.0,769700.0,7168.0,721.0,6447.0,7581.0,2517.0,107.0,4468.0,359.0,130.0,1216.0,0.3227806358,0.211654589372,54.2144835774,281.757024139,78.3537791848,11.08033241,0.418176328502,0.581823671498,0.1005859375,0.8994140625,0.332014246142,0.0141142329508,0.589368157235,0.0473552301807,0.0171481334916
39,39,1004200,600,1527.0,141921.0,262.0,2340.0,70.0,942.0,813.0,64.0,23.9,1527.0,481.0,1046.0,1000000.0,2858.0,952.0,1906.0,5045.0,3474.0,269.0,944.0,219.0,139.0,2000.0,0.1189296333,0.171578258022,13.875123885,186.719524281,161.149653122,12.685827552,0.314996725606,0.685003274394,0.333100069979,0.666899930021,0.688602576809,0.0533201189296,0.187115956392,0.0434093161546,0.0275520317146
40,40,1004300,1734,2347.0,79345.0,367.0,3691.0,356.0,1662.0,501.0,52.0,35.0,2347.0,610.0,1737.0,872100.0,4297.0,432.0,3865.0,4308.0,2554.0,5.0,1004.0,340.0,405.0,1784.0,0.402506963788,0.15636983383,82.6369545032,385.793871866,116.295264624,12.0705663881,0.259906263315,0.740093736685,0.100535257156,0.899464742844,0.592850510678,0.00116063138347,0.233054781801,0.0789229340761,0.0940111420613
41,41,1004400,699,8014.0,92267.0,1893.0,12438.0,391.0,5098.0,3025.0,449.0,33.9,8014.0,2908.0,5106.0,0.0,16735.0,0.0,16735.0,16735.0,12243.0,536.0,2191.0,1305.0,460.0,1790.0,0.0417687481327,0.236211629648,23.3642067523,304.631012847,180.758888557,26.8299970122,0.362864986274,0.637135013726,0.0,1.0,0.731580519869,0.0320286824022,0.130923214819,0.0779802808485,0.0274873020615
42,42,1004500,902,433.0,139955.0,134.0,824.0,46.0,322.0,297.0,24.0,34.9,433.0,218.0,215.0,1000000.0,1006.0,463.0,543.0,1010.0,739.0,3.0,204.0,23.0,41.0,1629.0,0.893069306931,0.309468822171,45.5445544554,318.811881188,294.059405941,23.7623762376,0.503464203233,0.496535796767,0.460238568588,0.539761431412,0.731683168317,0.0029702970297,0.20198019802,0.0227722772277,0.0405940594059
43,43,1004700,1267,1341.0,83125.0,287.0,1930.0,70.0,922.0,456.0,84.0,40.5,1341.0,452.0,889.0,1000000.0,2397.0,841.0,1556.0,2397.0,2017.0,0.0,88.0,94.0,198.0,1593.0,0.528577388402,0.214019388516,29.20317063,384.647476012,190.237797247,35.0438047559,0.337061894109,0.662938105891,0.350855235711,0.649144764289,0.841468502295,0.0,0.0367125573634,0.0392156862745,0.0826032540676
44,44,1004800,1274,3481.0,105427.0,864.0,5315.0,408.0,2206.0,956.0,281.0,33.1,3481.0,985.0,2496.0,652500.0,6477.0,2547.0,3930.0,7551.0,4952.0,405.0,1214.0,584.0,396.0,1851.0,0.168719374917,0.248204538926,54.0325784664,292.146735532,126.605747583,37.2136140908,0.282964665326,0.717035334674,0.393237610005,0.606762389995,0.655807177857,0.0536352800954,0.160773407496,0.0773407495696,0.0524433849821
45,45,1004900,1512,2550.0,100851.0,509.0,3659.0,271.0,1767.0,767.0,38.0,34.9,2550.0,610.0,1940.0,1000000.0,4506.0,1523.0,2983.0,4544.0,3784.0,110.0,336.0,265.0,49.0,2000.0,0.332746478873,0.199607843137,59.639084507,388.86443662,168.794014085,8.36267605634,0.239215686275,0.760784313725,0.337993786063,0.662006213937,0.832746478873,0.0242077464789,0.0739436619718,0.0583186619718,0.0107834507042
46,46,1005000,1382,2998.0,105449.0,669.0,4526.0,217.0,2299.0,809.0,187.0,37.6,2998.0,825.0,2173.0,724700.0,5175.0,1970.0,3205.0,5238.0,4241.0,0.0,633.0,334.0,30.0,2000.0,0.263841160748,0.223148765844,41.4280259641,438.907980145,154.448262696,35.7006491027,0.275183455637,0.724816544363,0.380676328502,0.619323671498,0.80966017564,0.0,0.120847651775,0.0637647957236,0.0057273768614
47,47,1005200,1198,1459.0,169922.0,430.0,2397.0,28.0,1053.0,635.0,115.0,29.5,1459.0,651.0,808.0,1000000.0,2987.0,1659.0,1328.0,3792.0,2744.0,96.0,545.0,189.0,218.0,2000.0,0.315928270042,0.294722412611,7.38396624473,277.689873418,167.457805907,30.3270042194,0.446196024674,0.553803975326,0.555406762638,0.444593237362,0.723628691983,0.0253164556962,0.143723628692,0.0498417721519,0.0574894514768
48,48,1005400,1048,2581.0,145250.0,738.0,3841.0,165.0,1595.0,814.0,229.0,40.3,2581.0,612.0,1969.0,718200.0,4325.0,2367.0,1958.0,4533.0,3354.0,95.0,399.0,469.0,216.0,2000.0,0.231193470108,0.285935683843,36.3997352747,351.864107655,179.572027355,50.5184204721,0.237117396358,0.762882603642,0.547283236994,0.452716763006,0.739907346128,0.02095742334,0.0880211780278,0.103463489962,0.0476505625414
49,49,1005501,535,2179.0,117679.0,618.0,3749.0,351.0,732.0,797.0,1310.0,37.4,2179.0,806.0,1373.0,854000.0,4555.0,892.0,3663.0,5060.0,4106.0,80.0,566.0,52.0,256.0,2000.0,0.105731225296,0.28361633777,69.3675889328,144.664031621,157.509881423,258.893280632,0.369894446994,0.630105553006,0.195828759605,0.804171240395,0.811462450593,0.0158102766798,0.11185770751,0.0102766798419,0.0505928853755
50,50,1005502,1087,1224.0,122500.0,358.0,2006.0,48.0,837.0,563.0,36.0,36.7,1224.0,431.0,793.0,1000000.0,2262.0,856.0,1406.0,2436.0,1645.0,124.0,194.0,350.0,123.0,2000.0,0.446223316913,0.292483660131,19.7044334975,343.596059113,231.116584565,14.7783251232,0.352124183007,0.647875816993,0.37842617153,0.62157382847,0.675287356322,0.0509031198686,0.0796387520525,0.14367816092,0.0504926108374
51,51,1005600,1118,1645.0,108482.0,397.0,2308.0,88.0,785.0,569.0,51.0,38.9,1645.0,413.0,1232.0,1000000.0,2601.0,1084.0,1517.0,2734.0,1650.0,192.0,504.0,375.0,13.0,2000.0,0.408924652524,0.241337386018,32.1872713972,287.125091441,208.119970739,18.6539868325,0.251063829787,0.748936170213,0.416762783545,0.583237216455,0.603511338698,0.0702267739576,0.184345281639,0.137161667886,0.00475493782004
52,52,1005700,528,1650.0,146957.0,491.0,2472.0,152.0,1069.0,603.0,133.0,37.3,1650.0,606.0,1044.0,1000000.0,2928.0,1226.0,1702.0,2928.0,2281.0,70.0,306.0,173.0,98.0,2000.0,0.180327868852,0.297575757576,51.912568306,365.095628415,205.942622951,45.4234972678,0.367272727273,0.632727272727,0.418715846995,0.581284153005,0.779030054645,0.0239071038251,0.104508196721,0.0590846994536,0.0334699453552
53,53,1005800,942,1985.0,145875.0,387.0,2579.0,63.0,1085.0,604.0,120.0,34.0,1985.0,523.0,1462.0,1000000.0,3003.0,236.0,2767.0,3006.0,2065.0,22.0,692.0,97.0,130.0,2000.0,0.313373253493,0.194962216625,20.9580838323,360.944777112,200.931470393,39.9201596806,0.263476070529,0.736523929471,0.0785880785881,0.921411921412,0.686959414504,0.00731869594145,0.230206254158,0.0322687957418,0.043246839654
54,54,1005900,713,2887.0,125799.0,610.0,4217.0,85.0,1997.0,866.0,362.0,37.6,2887.0,916.0,1971.0,989300.0,4885.0,3258.0,1627.0,5724.0,4671.0,148.0,550.0,202.0,153.0,1827.0,0.124563242488,0.211291998614,14.8497554158,348.881900769,151.292802236,63.2424877708,0.317284378247,0.682715621753,0.666939611054,0.333060388946,0.816037735849,0.025856044724,0.0960866526904,0.0352900069881,0.0267295597484
55,55,1006000,334,2400.0,107014.0,838.0,3966.0,290.0,1546.0,1041.0,145.0,38.5,2400.0,1048.0,1352.0,0.0,5026.0,0.0,5026.0,5026.0,3556.0,205.0,773.0,420.0,72.0,2000.0,0.066454436928,0.349166666667,57.6999602069,307.600477517,207.122960605,28.8499801035,0.436666666667,0.563333333333,0.0,1.0,0.707520891365,0.0407879029049,0.153800238758,0.08356545961,0.0143255073617
56,56,1006100,1536,2275.0,106607.0,538.0,3180.0,72.0,1522.0,727.0,116.0,30.1,2275.0,667.0,1608.0,914600.0,3568.0,1778.0,1790.0,4997.0,3904.0,90.0,522.0,383.0,98.0,2000.0,0.307384430658,0.236483516484,14.4086451871,304.58274965,145.487292375,23.213928357,0.293186813187,0.706813186813,0.49831838565,0.50168161435,0.781268761257,0.0180108064839,0.104462677607,0.0766459875926,0.0196117670602
57,57,1006200,626,1311.0,100293.0,231.0,3168.0,349.0,809.0,711.0,231.0,33.7,1311.0,519.0,792.0,0.0,2784.0,0.0,2784.0,4559.0,2181.0,660.0,885.0,643.0,190.0,2000.0,0.137310813775,0.176201372998,76.5518754113,177.451195438,155.955253345,50.669006361,0.395881006865,0.604118993135,0.0,1.0,0.478394384733,0.144768589603,0.194121517877,0.141039701689,0.0416758060978
58,58,1006300,1397,3754.0,104940.0,913.0,5112.0,189.0,2254.0,1451.0,180.0,41.4,3754.0,862.0,2892.0,1000000.0,5963.0,2370.0,3593.0,6107.0,5037.0,63.0,469.0,290.0,248.0,2000.0,0.22875388898,0.243207245605,30.948092353,369.084656951,237.596201081,29.4743736696,0.229621736814,0.770378263186,0.39745094751,0.60254905249,0.824791223187,0.0103160307843,0.0767971180612,0.0474864909121,0.0406091370558
59,59,1006400,1151,4401.0,91461.0,926.0,6430.0,365.0,2938.0,1582.0,169.0,36.0,4401.0,1342.0,3059.0,750700.0,7351.0,1865.0,5486.0,7634.0,5728.0,266.0,879.0,431.0,330.0,2000.0,0.150772858266,0.210406725744,47.8124181294,384.85721771,207.230809536,22.1378045586,0.304930697569,0.695069302431,0.253706978642,0.746293021358,0.750327482316,0.0348441184176,0.11514278229,0.0564579512706,0.0432276657061
60,60,1006500,1664,3014.0,82356.0,466.0,4318.0,124.0,2168.0,870.0,265.0,30.0,3014.0,622.0,2392.0,913800.0,5228.0,655.0,4573.0,6142.0,4654.0,213.0,656.0,363.0,256.0,2000.0,0.270921523934,0.154611811546,20.1888635624,352.97948551,141.647671768,43.1455551937,0.206370272064,0.793629727936,0.125286916603,0.874713083397,0.757733637252,0.0346792575708,0.106805600782,0.0591012699446,0.0416802344513
61,61,1006600,1310,6030.0,67267.0,1105.0,8725.0,1085.0,3200.0,1377.0,78.0,36.5,6030.0,2030.0,4000.0,548500.0,11231.0,2287.0,8944.0,11490.0,5957.0,778.0,1612.0,2799.0,344.0,1184.0,0.114012184508,0.183250414594,94.4299390775,278.503046127,119.843342037,6.78851174935,0.336650082919,0.663349917081,0.203632802066,0.796367197934,0.518450826806,0.0677110530896,0.140295909487,0.243603133159,0.0299390774587
