,Unnamed: 0,AGENCY,APPLIANCE,Adopt-A-Basket,Air Quality,Animal Abuse,Animal Facility - No Permit,Animal in a Park,Asbestos,BEST/Site Safety,Beach/Pool/Sauna Complaint,Bike Rack Condition,Bike/Roller/Skate Chronic,Blocked Driveway,Boilers,BoroCode,BoroName,Bottled Water,Bridge Condition,Broken Muni Meter,Broken Parking Meter,Building Condition,Building/Use,Bus Stop Shelter Placement,CONSTRUCTION,Calorie Labeling,City Vehicle Placard Complaint,Collection Truck Noise,Construction_1,Consumer Complaint,CountyFIPS,Cranes and Derricks,Curb Condition,DOOR/WINDOW,DPR Internal,Damaged Tree,Dead Tree,Derelict Bicycle,Derelict Vehicle,Derelict Vehicles,Dirty Conditions,Disorderly Youth,Drinking,Drinking Water,EAP Inspection - F59,ELECTRIC,ELEVATOR,Electrical,Elevator_1,Emergency Response Team (ERT),FLOORING/STAIRS,Fire Alarm - Addition,Fire Alarm - Modification,Fire Alarm - New System,Fire Alarm - Reinspection,Fire Alarm - Replacement,Fire Safety Director - F58,Food Establishment,Food Poisoning,For Hire Vehicle Complaint,For Hire Vehicle Report,Found Property,GENERAL,GENERAL CONSTRUCTION,Gas Station Discharge Lines,General Construction/Plumbing,Graffiti,HEAT/HOT WATER,HEATING,Harboring Bees/Wasps,Hazardous Materials,Hazmat Storage/Use,Highway Condition,Highway Sign - Damaged,Highway Sign - Dangling,Highway Sign - Missing,Homeless Encampment,Homeless Person Assistance,Illegal Animal Kept as Pet,Illegal Animal Sold,Illegal Fireworks,Illegal Parking,Illegal Tree Damage,Indoor Air Quality,Indoor Sewage,Industrial Waste,Investigations and Discipline (IAD),Lead,Legal Services Provider Complaint,Lifeguard,Literature Request,Litter Basket / Request,Maintenance or Facility,Median Age,Miscellaneous Categories,Missed Collection (All Materials),Mold,Municipal Parking Facility,NONCONST,ID,Neighborhood,New Tree Request,Noise,Noise - Commercial,Noise - Helicopter,Noise - House of Worship,Noise - Park,Noise - Residential,Noise - Street/Sidewalk,Noise - Vehicle,Non-Emergency Police Matter,Non-Residential Heat,OUTSIDE BUILDING,Open Flame Permit,Other Enforcement,Overflowing Litter Baskets,Overflowing Recycling Baskets,Overgrown Tree/Branches,PAINT - PLASTER,PAINT/PLASTER,PLUMBING,Panhandling,Plant,Plumbing_1,Poison Ivy,Population asian,Population asian_n,Population under 18,Population white,Population white_n,Posting Advertisement,Public Assembly,Public Assembly - Temporary,Public Payphone Complaint,Public Toilet,Radioactive Material,Rangehood,Recycling Enforcement,Request Xmas Tree Collection,Rodent,Root/Sewer/Sidewalk Condition,SAFETY,SG-99,Sanitation Condition,Scaffold Safety,School Maintenance,Senior Center Complaint,Sewer,Shape_Area,Shape_Leng,Sidewalk Condition,Smoking,Snow,Special Enforcement,Special Natural Area District (SNAD),Special Projects Inspection Team (SPIT),Sprinkler - Mechanical,Squeegee,Stalled Sites,Standing Water,Standpipe - Mechanical,Street Condition,Street Light Condition,Street Sign - Damaged,Street Sign - Dangling,Street Sign - Missing,Sweeping/Inadequate,Sweeping/Missed,Tanning,Tattooing,Taxi Complaint,Taxi Report,Total Population,Total households,Traffic,Traffic Signal Condition,Trans Fat,Transportation Provider Complaint,UNSANITARY CONDITION,Unleashed Dog,Unnamed: 0.1,Unnamed: 0_y,Unsanitary Animal Facility,Unsanitary Animal Pvt Property,Unsanitary Pigeon Condition,Urinating in Public,VACANT APARTMENT,Vacant Lot,Vending,Violation of Park Rules,WATER LEAK,Water Conservation,Water Quality,Water System,Window Guard,X-Ray Machine/Equipment,cars per capita,family households,family households_n,field_1,geometry,house value 1000 or more,house value 1000 or more_n,house value from 100 to 150,house value from 100 to 150_n,house value from 150 to 300,house value from 150 to 300_n,house value from 20 to 50,house value from 20 to 50_n,house value from 300 to 500,house value from 300 to 500_n,house value from 50 to 100,house value from 50 to 100_n,house value from 500 to 750,house value from 500 to 750_n,house value from 750 to 1000,house value from 750 to 1000_n,house value less than 20,house value less than 20_n,household income 200 or more,household income 200 or more_n,household income from 10 to 15,household income from 10 to 15_n,household income from 100 to 125,household income from 100 to 125_n,household income from 125 to 150,household income from 125 to 150_n,household income from 15 to 20,household income from 15 to 20_n,household income from 150 to 200,household income from 150 to 200_n,household income from 20 to 25,household income from 20 to 25_n,household income from 25 to 30,household income from 25 to 30_n,household income from 30 to 35,household income from 30 to 35_n,household income from 35 to 40,household income from 35 to 40_n,household income from 40 to 45,household income from 40 to 45_n,household income from 45 to 50,household income from 45 to 50_n,household income from 50 to 60,household income from 50 to 60_n,household income from 60 to 75,household income from 60 to 75_n,household income from 75 to 100,household income from 75 to 100_n,household income less than 10,household income less than 10_n,income per capita,median house value,median rent,nonfamily households,nonfamily households_n,number of cars,owner  occupied units,owner  occupied units_n,population 65 and over,population 65 and over_n,population between 18 and 34,population between 18 and 34_n,population between 35 to 64,population between 35 to 64_n,population black,population black_n,population education bachelors,population education bachelors_n,population education high school,population education high school_n,population education less than high school,population education less than high school_n,population education masters,population education masters_n,population education phd,population education phd_n,population education professional school,population education professional school_n,population education some college,population education some college_n,population hispanic,population hispanic_n,population other _n,population other race,rent 2000 or more,rent 2000 or more_n,rent from 1000 to 1250,rent from 1000 to 1250_n,rent from 1250 to 1500,rent from 1250 to 1500_n,rent from 1500 to 2000,rent from 1500 to 2000_n,rent from 300 to 600,rent from 300 to 600_n,rent from 600 to 800,rent from 600 to 800_n,rent from 800 to 1000,rent from 800 to 1000_n,rent less than 300,rent less than 300_n,renter occupied units,renter occupied units_n,total housing units,total workers,total_calls,tranportation motorcycle,tranportation motorcycle_n,transportation bicyle,transportation bicyle_n,transportation car,transportation car_n,transportation other means,transportation other means_n,transportation public,transportation public_n,transportation walk,transportation walk_n,work at home,area
0,0,0.0,109.0,0.0,4.0,30.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,64.0,13.0,2,Bronx,0.0,0.0,44.0,1.0,0.0,29.0,0.0,0.0,0.0,1.0,0.0,2.0,68.0,5,0.0,0.0,290.0,0.0,10.0,1.0,0.0,6.0,22.0,57.0,2.0,9.0,1.0,2.0,299.0,5.0,6.0,64.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,7.0,4.0,0.0,0.0,284.0,178.0,0.0,32.0,43.0,1099.0,993.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,39.0,5.0,19.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,10.0,28.68,0.0,7.0,0.0,0.0,83.0,BX40,Fordham South,20.0,21.0,71.0,0.0,1.0,3.0,1446.0,102.0,32.0,13.0,13.0,5.0,0.0,2.0,0.0,0.0,11.0,147.0,789.0,597.0,0.0,0.0,5.0,0.0,225,239.884815,8514,395,809.600855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,222.0,1.0,53.0,0.0,25.0,1.0,7.0,0.0,24.0,6307283.52037,15878.272584,5.0,9.0,12.0,13.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,82.0,30.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,7.0,0.0,26690,8572,4.0,11.0,0.0,0.0,566.0,1.0,64,65,0.0,7.0,0.0,1.0,0.0,2.0,4.0,1.0,342.0,5.0,4.0,146.0,0.0,0.0,749.422871,5834,2547.009273,0,"MULTIPOLYGON (((-73.89138023380261 40.86170058826305, -73.89106280613038 40.86152941211662, -73.89106059904509 40.86147181520911, -73.89115375546018 40.86091361616668, -73.89174395026583 40.86017714781635, -73.89225707621111 40.85940997630237, -73.89299354227636 40.85838612046539, -73.8944135507376 40.85643377580147, -73.89477596003171 40.85592952563393, -73.89549889768499 40.85474976589138, -73.89560883346182 40.85457037009787, -73.89644052566297 40.85490775915559, -73.89709926839447 40.85517229094287, -73.89831118626607 40.85406115105142, -73.89863543744137 40.8539069754361, -73.89816577520747 40.85514637639309, -73.89877598610727 40.85536324709643, -73.8996715580021 40.8556689083972, -73.90060386049306 40.85598723786512, -73.90077922747537 40.856047109729, -73.90085477134977 40.8559374403284, -73.90116590959869 40.85549567456125, -73.90130126562462 40.85530349000006, -73.90153703392646 40.85499464378932, -73.90185996053114 40.8545861492599, -73.90208001143414 40.85462259970009, -73.90298864594831 40.85477310914504, -73.90395154262775 40.8549739230159, -73.90472622214318 40.85537039483132, -73.90557007241206 40.85578732289613, -73.90522169962172 40.85620359530463, -73.90508614076846 40.85641083070544, -73.90468371344764 40.85706030172427, -73.90565953515333 40.85739873466372, -73.90526389216569 40.85804717834942, -73.90486847215523 40.85869322470882, -73.90447464104066 40.85934159467648, -73.90408132735652 40.85998784750832, -73.90351390564214 40.8609175096482, -73.902544793264 40.8605782553357, -73.90233887221454 40.86095497146921, -73.9021172035058 40.86132694752096, -73.90188007283248 40.86169362461932, -73.90162785021619 40.86205443407688, -73.90136090363181 40.86240886466221, -73.90107966885331 40.86275638342182, -73.90028368104447 40.86247183708807, -73.89996177631033 40.86235028002584, -73.89964261686004 40.86221043694763, -73.89943670840407 40.86211691206551, -73.89841038406634 40.86229696667957, -73.89798099370023 40.86240253986981, -73.89737274791612 40.86243236404009, -73.8971437974361 40.86244506515187, -73.897738154419 40.86135113702797, -73.8980245302098 40.86082046111988, -73.89822728963496 40.86044886435273, -73.89828973363092 40.8603344214616, -73.89859097184363 40.85976678326739, -73.89880457618334 40.85936427099352, -73.89883814571424 40.85930730834144, -73.89866157479746 40.85924690179626, -73.89818244709177 40.85908368116966, -73.8973576547877 40.8587627349274, -73.89636314517455 40.85837531884534, -73.89573924731728 40.85813820676522, -73.8946932640751 40.85942628230904, -73.89381026006311 40.85898656513137, -73.89321520757809 40.85987420615565, -73.8925639256652 40.8605227289159, -73.89141802424014 40.86166298404374, -73.89138023380261 40.86170058826305)))",0,195.209269,0,174.256147,21,604.145522,69,190.333805,97,1397.709602,54,151.671921,36,707.294089,0,152.995036,0,106.38461,41,264.664639,1172,506.379744,220,361.031935,128,221.862634,877,423.364446,46,228.573341,809,367.756666,367,322.595294,584,313.567149,277,268.630636,402,267.065374,301,226.090953,447,419.726306,450,485.867468,645,594.907053,1806,849.744527,12653.0,244066.666667,1085.0,2738,1308.990727,987,277,911.596966,1819,566.031993,7657,1366.009629,8700,1929.958378,6970,969.388767,1094,497.834399,3962,869.671475,6147,852.501633,441,229.218732,90,30.380752,117,58.282957,2989,754.212742,18908,1766.16557,76.959992,192,88,300.186049,2585,860.527351,1440,634.200717,836,630.192153,932,370.168107,414,309.492907,1193,505.278219,643,245.954497,8131,2594.980702,9112,3868,9128,0,5.879468,5,97.288159,1286,865.990185,41,53.440535,6644,705.753719,1028,85.709644,351,0.226300492579
1,1,0.0,55.0,1.0,49.0,31.0,0.0,0.0,9.0,7.0,0.0,4.0,3.0,998.0,5.0,3,Brooklyn,0.0,0.0,255.0,2.0,0.0,240.0,3.0,3.0,0.0,1.0,2.0,1.0,123.0,47,0.0,27.0,126.0,0.0,250.0,63.0,6.0,155.0,176.0,217.0,3.0,5.0,0.0,7.0,170.0,1.0,20.0,13.0,0.0,87.0,0.0,0.0,0.0,1.0,0.0,5.0,28.0,10.0,24.0,2.0,0.0,99.0,94.0,0.0,275.0,198.0,513.0,376.0,1.0,21.0,1.0,0.0,0.0,0.0,0.0,13.0,11.0,1.0,0.0,0.0,1351.0,24.0,15.0,6.0,16.0,0.0,12.0,1.0,0.0,1.0,18.0,23.0,25.625,0.0,397.0,1.0,0.0,50.0,BK88,Borough Park,202.0,193.0,116.0,0.0,9.0,58.0,529.0,118.0,67.0,55.0,15.0,4.0,0.0,65.0,3.0,0.0,213.0,71.0,267.0,292.0,0.0,0.0,17.0,0.0,14101,9760.126309,43293,82725,40305.616399,1.0,1.0,0.0,1.0,0.0,0.0,0.0,20.0,5.0,100.0,115.0,34.0,0.0,476.0,0.0,24.0,1.0,438.0,54005018.9601,39247.228135,73.0,9.0,144.0,12.0,1.0,12.0,0.0,0.0,0.0,11.0,0.0,1523.0,818.0,143.0,22.0,50.0,9.0,49.0,0.0,0.0,10.0,2.0,109422,28130,29.0,851.0,0.0,0.0,249.0,2.0,16,17,0.0,8.0,6.0,2.0,0.0,11.0,11.0,0.0,138.0,28.0,9.0,399.0,0.0,1.0,15907.550104,22177,55574.024236,1,"MULTIPOLYGON (((-73.97604935657382 40.63127590564677, -73.97716511994669 40.63074665412934, -73.97699848928194 40.62987149612538, -73.9768496430902 40.62908858147838, -73.97669604371914 40.62835456420876, -73.97657775689153 40.62757318681894, -73.97651462100181 40.62729449049387, -73.97644970441578 40.62700825547299, -73.97623453682755 40.62597635073022, -73.97726150032737 40.62585277281359, -73.97719665645003 40.62510197855895, -73.97710959292839 40.62494826019412, -73.97694382374165 40.62405275001468, -73.97683465206511 40.62348104194567, -73.97675209645574 40.6230133123257, -73.97656583927008 40.62199490319369, -73.97695070814679 40.62163000717451, -73.97705352864567 40.62153252180759, -73.97539380523678 40.62076998723733, -73.97682433557303 40.61867580015915, -73.97752301889588 40.61767654076733, -73.97785009338101 40.617287606292, -73.97562954146068 40.61594539066694, -73.97537335532121 40.61575472238238, -73.97544276701358 40.61611409035502, -73.97548097046216 40.61631192464173, -73.97444328442472 40.61642164295949, -73.97335879350747 40.61654171529659, -73.97290326943272 40.61415296838451, -73.97399319461375 40.6140298942425, -73.97517176991694 40.61472418588104, -73.97497264664409 40.61366811017179, -73.97489295756654 40.61318636841401, -73.97477657974535 40.61263847492684, -73.97520829413773 40.61288525821529, -73.9774081645899 40.61421811299025, -73.97963821772845 40.61556454722805, -73.98003930358351 40.61580692966755, -73.9808791278371 40.61631443478824, -73.9818681824313 40.61691212660381, -73.98406791766591 40.61824073930268, -73.98627524709667 40.61956661658968, -73.98569357824184 40.62013151444758, -73.9878509553418 40.6214350324406, -73.99009356051288 40.62278895334303, -73.99254973616581 40.62427426877919, -73.99398197149371 40.62514139905056, -73.99432497413301 40.62534290879741, -73.99489280561377 40.62546179419167, -73.99473485679263 40.6256147406034, -73.99464972974174 40.62569717922154, -73.99507814869848 40.62580673783711, -73.99678847531307 40.62682605141272, -73.99687778353756 40.62653078256234, -73.9970163364801 40.62606161545061, -73.9972406703973 40.62528868702802, -73.99811614328407 40.62581570660957, -74.00031369476771 40.62714458259371, -74.00251454806298 40.62847420956255, -74.00222793396246 40.62875116964374, -74.00193011441127 40.62903276789134, -74.00306154030784 40.62971517540455, -74.00368597245085 40.63009178102779, -74.00413727968571 40.63036396583653, -74.00633870652992 40.63169362668357, -74.00702302486354 40.63210999547636, -74.00680677851517 40.6322503912353, -74.00661914959808 40.63237545858944, -74.00630615538647 40.63258408846227, -74.00556490392158 40.63308317641421, -74.00735636662998 40.63416362723897, -74.00675122718054 40.63474478652963, -74.00641784683815 40.63506485045548, -74.00616926871129 40.63530350191603, -74.00558613003881 40.63586622903329, -74.00500346527615 40.63642523517754, -74.00442048380327 40.63698498636171, -74.00411104085094 40.63728296100242, -74.00383793090822 40.63754593186739, -74.00325273129658 40.63810426202289, -74.00267214342664 40.63866701046997, -74.0023694348025 40.63895767781393, -74.0020907543513 40.63922525430821, -74.00150771254626 40.63978496207329, -74.00092541773435 40.64034590202876, -74.00066078180645 40.64059930920129, -74.00034122066634 40.64090531617316, -73.99975690844894 40.6414671504459, -73.99917564718911 40.64202544202907, -73.99697357409411 40.64069410459458, -73.99551033762245 40.63980966713004, -73.99479539539374 40.6402884873844, -73.99433124126969 40.64060028795289, -73.99407692009133 40.64077040176034, -73.99336253671028 40.64124779897799, -73.99264456057621 40.64172829094644, -73.99192812375553 40.64220490408609, -73.99121277380051 40.64268589050531, -73.99049634082614 40.64316444118838, -73.98977890274075 40.64364488673093, -73.9890587239361 40.64411924103919, -73.98834986671028 40.64456224388725, -73.98749940592022 40.64404551035483, -73.98673080569073 40.64357399370718, -73.985896444915 40.64306759533011, -73.98509519639008 40.64257305584111, -73.984587194825 40.64226200457259, -73.98430293143333 40.6420845630933, -73.98331628452112 40.64147868283308, -73.98299419241442 40.64132499684909, -73.98244454219795 40.64153862556192, -73.98204321765256 40.64170758200549, -73.98123240501364 40.64204491389031, -73.98042057821883 40.6423852269057, -73.98007428494853 40.64053969984793, -73.98000693002487 40.64020883775458, -73.97990983138484 40.63968635791173, -73.97987360298706 40.63951820595042, -73.97967704956551 40.63846479981801, -73.97955441162159 40.63781925969066, -73.97947592089828 40.63743136398441, -73.97938644718404 40.63693216348756, -73.97928591736763 40.63641419419125, -73.9791118873775 40.63544038643935, -73.97802158944135 40.6355527029052, -73.9768886114649 40.63567486202821, -73.97663656021153 40.63435382127074, -73.9765506414862 40.63390350914408, -73.97643342179832 40.63328912259065, -73.97604935657382 40.63127590564677)))",1897,9838.034486,81,1763.393878,281,8366.715951,72,1056.558773,818,19371.281176,134,1801.782913,3124,23782.243751,2191,11841.801219,56,1008.187854,783,5997.969357,2878,8701.968257,1652,8573.732299,834,5454.699855,2307,7581.339585,1043,6084.550159,2586,7223.291337,2120,6219.789742,1730,5941.323761,1272,5174.07403,1520,5459.653492,919,4077.433272,1887,8254.579881,2211,10569.755544,2136,12577.252,2252,11775.361368,15476.214286,755767.964286,1308.392857,5953,24147.975766,7099,8654,26453.422258,10308,13341.702698,25876,27669.412098,29945,38782.885207,633,14972.115978,6149,12149.837172,20772,20453.879291,15773,14343.400366,2833,5704.198498,303,657.191076,919,1446.122195,8772,14122.349572,11307,13381.116458,1375.024852,656,1981,8196.847044,3777,17685.819747,3579,15122.548785,4135,15659.926344,1324,5238.104047,1182,5366.773953,2113,9457.763227,372,2957.216852,18463,45437.644048,30444,79915,14848,0,234.458644,490,3120.20983,9847,18294.145314,286,1064.344747,13481,14648.766514,9597,2955.08859,1843,1.9371712544
2,2,0.0,125.0,0.0,26.0,53.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,913.0,8.0,3,Brooklyn,0.0,0.0,43.0,1.0,0.0,189.0,5.0,3.0,0.0,0.0,0.0,3.0,77.0,47,0.0,2.0,410.0,0.0,103.0,47.0,1.0,104.0,161.0,354.0,1.0,4.0,0.0,0.0,420.0,3.0,17.0,31.0,0.0,256.0,0.0,0.0,1.0,2.0,0.0,0.0,36.0,16.0,7.0,0.0,0.0,344.0,317.0,0.0,69.0,38.0,1635.0,1285.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,0.0,1.0,220.0,12.0,26.0,13.0,8.0,1.0,3.0,0.0,0.0,0.0,3.0,6.0,38.770588,0.0,170.0,5.0,0.0,107.0,BK96,Rugby-Remsen Village,38.0,49.0,102.0,0.0,5.0,13.0,1113.0,172.0,67.0,36.0,10.0,19.0,1.0,31.0,0.0,0.0,141.0,187.0,799.0,963.0,0.0,0.0,21.0,0.0,523,1038.339478,12520,740,3092.571769,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,10.0,192.0,76.0,90.0,0.0,221.0,1.0,13.0,0.0,199.0,32706945.7835,30957.85325,14.0,2.0,58.0,11.0,0.0,4.0,0.0,0.0,0.0,12.0,0.0,646.0,145.0,101.0,38.0,55.0,14.0,41.0,0.0,0.0,8.0,0.0,55669,20150,20.0,171.0,0.0,0.0,855.0,3.0,144,145,0.0,24.0,6.0,2.0,0.0,2.0,12.0,0.0,389.0,23.0,5.0,194.0,0.0,0.0,3040.860234,13870,9044.350917,2,"MULTIPOLYGON (((-73.90855790522767 40.65209593779449, -73.90944846379401 40.6515215987902, -73.91022992877039 40.65101403099975, -73.91110070243356 40.65044791280453, -73.91182280208035 40.64998342260482, -73.91253589221265 40.64952147916117, -73.91325294190813 40.64906142549377, -73.91396129346936 40.64860065821854, -73.91473216837684 40.6481011752487, -73.9155002970811 40.64760485487896, -73.91620934098196 40.64715114206863, -73.91693683642643 40.64668353518548, -73.9173080119959 40.64644290538774, -73.91764732286029 40.64622293597021, -73.9179851320894 40.64601088019387, -73.91830152283325 40.6458122627492, -73.91861676756697 40.64560209839983, -73.91892329074815 40.64539775266736, -73.91925419699552 40.64517776368611, -73.9194301489367 40.64506079226825, -73.91982077663536 40.64478383154427, -73.91995063033031 40.6447076302323, -73.91990782605163 40.64432958074547, -73.91973736982146 40.6427781483451, -73.92025802353952 40.6423662985682, -73.92154948087527 40.64134469239508, -73.92332654587366 40.63990021559208, -73.92335409176899 40.64017632494917, -73.92337418860413 40.64049554446115, -73.92341500192261 40.6409236057704, -73.92356525947066 40.64249929828659, -73.92454228384926 40.64243917777652, -73.92518619049143 40.64239729151988, -73.92538233100771 40.64238453266713, -73.92547887224538 40.64158704217759, -73.92558280784826 40.64107003066685, -73.92562125724389 40.64081122001602, -73.92570388327049 40.64036095048447, -73.92574389425859 40.64001446624983, -73.92594627431777 40.63999816254685, -73.92622007365021 40.63997609477948, -73.92716497367981 40.63991646227743, -73.92761438876306 40.63988764149463, -73.92809818206656 40.63985661601309, -73.92910623104005 40.63979510591557, -73.92935451202119 40.64213431978006, -73.9295998625461 40.64443271943681, -73.92974213614677 40.64574338429313, -73.92980243823868 40.64632007792957, -73.92999915467311 40.64818106413778, -73.93020593167043 40.65010866715038, -73.93038144303134 40.65173405423812, -73.93139116688346 40.65168960812482, -73.93160868651243 40.65374163911991, -73.93177153203359 40.65527364166669, -73.93190743828843 40.65653765254258, -73.93090354932272 40.65661035598413, -73.92989802426044 40.65668443579567, -73.9289641940797 40.65674261382686, -73.92799465183668 40.65680210148186, -73.92817215363178 40.6584773453255, -73.92834017576637 40.66006003644366, -73.92819257852784 40.6601771735375, -73.92725505325629 40.6593375635773, -73.92646424218866 40.65981436177378, -73.92828249221591 40.66144706650271, -73.928540683823 40.66168068611842, -73.93068465493032 40.66362047727536, -73.92987364761335 40.66399077252785, -73.92940352909332 40.6641998462709, -73.92916752137724 40.66429953215149, -73.92905235399414 40.66435100754477, -73.92872204594659 40.66449556918267, -73.92822872379817 40.66470986468369, -73.92771188941744 40.66493432849428, -73.92739350021651 40.66507471665668, -73.92637970549279 40.66551489214159, -73.92454945864151 40.66386259188935, -73.92272842977316 40.66223123195643, -73.92090904220989 40.66059911453574, -73.92021313080986 40.65997544070757, -73.92008167071675 40.6598576334602, -73.91998634754256 40.66011546636302, -73.91990440505081 40.66033711672684, -73.91974399531379 40.66077097395037, -73.91966280892859 40.66140503295237, -73.91962719168711 40.66170805936986, -73.91959479824105 40.66199567928796, -73.91945727792728 40.66188078529245, -73.91920451043367 40.66165519964628, -73.91893607368648 40.66141601067355, -73.91860168163767 40.66111804860694, -73.9182993627971 40.66116125739899, -73.91818493038377 40.66072620891507, -73.91741819217576 40.66005119159824, -73.91707363502476 40.65974535396333, -73.91572803769873 40.65855012827676, -73.91556629612184 40.65839257171823, -73.91441247690435 40.65736241979361, -73.91402878145264 40.6570037095875, -73.91377943741814 40.65678367920873, -73.91314356258597 40.65622086354521, -73.9123645889664 40.65551356474676, -73.91199538384834 40.65556155962919, -73.91108323560229 40.65570239282385, -73.91012255698539 40.65585177105148, -73.90977962087938 40.654466255084, -73.90975756152419 40.65436711717211, -73.90974279768284 40.65431111245002, -73.90972827516234 40.65425186423288, -73.90970013790614 40.65415294719757, -73.90933499313002 40.65280859214415, -73.90855790522767 40.65209593779449)))",34,775.980993,5,240.638578,275,1476.772202,80,259.363502,3763,5413.876175,72,270.139366,1610,3655.916235,103,867.478221,26,170.834729,389,961.610243,1280,1206.635588,1304,1553.76564,727,988.575915,1128,1104.640387,675,1097.637686,1234,1036.206462,1227,956.005502,1039,976.922812,994,902.675105,1066,974.454682,964,765.787987,1666,1468.385105,1889,1907.233101,2254,2343.633277,2314,2078.882726,24053.0,453029.411765,1180.294118,6280,4214.649083,6105,5968,4820.970869,7722,2122.538555,12895,4369.285725,22532,6784.175721,50414,6679.53612,5070,1981.160073,13068,3424.775369,6624,2082.502633,1917,916.5481,55,91.656353,169,206.830486,10683,2811.120811,3106,2161.314952,304.23768,886,207,1166.904003,4695,3111.727208,3028,2504.383139,1998,2696.992638,631,800.502284,818,877.893304,1971,1599.963238,348,487.634186,13696,7137.86841,22514,13300,15151,18,26.552713,64,265.144859,6870,3368.070742,63,136.837987,15345,2732.94279,1108,242.888977,591,1.17320495666
